Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments
PIK3C3	0	MSKCC-DMP	P-0024146-T01-IM6	PIK3C3-intragenic	yes	unknown		unknown	PIK3C3 (NM_002647) rearrangement: chr18:g.37483346_c.984+12inv Note: The PIK3C3 rearrangement results in the inversion of exons 1-9. The functional significance is undetermined.
WHSC1	0	MSKCC-DMP	P-0024146-T01-IM6	FGFR3-WHSC1 fusion	yes	unknown		in frame	WHSC1 (NM_001042424) - FGFR3 (NM_000142) rearrangement: c.761-178:WHSC1_c.380-60:FGFR3dup Note: The WHSC1 - FGFR3 rearrangement is a duplication that results in the fusion of WHSC1 exons 1-3 with FGFR3 exons 4-18 and includes the kinase domain of FGFR3. The functional significance is undetermined.
FGFR3	0	MSKCC-DMP	P-0024146-T01-IM6	FGFR3-WHSC1 fusion	yes	unknown		in frame	WHSC1 (NM_001042424) - FGFR3 (NM_000142) rearrangement: c.761-178:WHSC1_c.380-60:FGFR3dup Note: The WHSC1 - FGFR3 rearrangement is a duplication that results in the fusion of WHSC1 exons 1-3 with FGFR3 exons 4-18 and includes the kinase domain of FGFR3. The functional significance is undetermined.
AMER1	0	MSKCC-DMP	P-0024146-T01-IM6	AMER1-intragenic	yes	unknown		unknown	AMER1 (NM_152424) rearrangement: t(X;11)(q11.2;q13.4)(chrX:g.63412860::chr11:g.74289154) Note: The AMER1 rearrangement is a translocation which involves a breakpoint in exon 2. Its functional significance is undetermined.
NF1	0	MSKCC-DMP	P-0024149-T01-IM6	NF1-intragenic	yes	unknown		unknown	NF1 (NM_001042492) rearrangement: c.1244_c.4725-907inv Note: The NF1 rearrangement results in the inversion of exons 11-35. One of the breakpoints is within exon 11. The functional significance is undetermined.
KMT2C	0	MSKCC-DMP	P-0025463-T01-IM6	KMT2C-intragenic	yes	unknown		unknown	KMT2C (NM_170606) rearrangement: t(7;21)(q36.1;p11.1)(chr7:g.151945554::chr21:g.11039052) Note: The KMT2C rearrangement is a translocation involving a breakpoint in exon 14. Its functional significance is undetermined.
APC	0	MSKCC-DMP	P-0025463-T01-IM6	APC-intragenic	yes	unknown		unknown	APC (NM_000038) rearrangement: t(5;9)(q22.2;q31.3)(chr5:g.112177163::chr9:g.111567118) Note: The APC rearrangement is a translocation involving a breakpoint in exon 16. Its functional significance is undetermined.
PGR	0	MSKCC-DMP	P-0025737-T01-IM6	MS4A13-PGR fusion	yes	unknown		out of frame	PGR (NM_000926) - MS4A13 (NM_001012417) rearrangement: c.1637+92:PGR_c.129+2012:MS4A13inv Note: The PGR - MS4A13 rearrangement is an inversion which results in the fusion of PGR exon 1 with MS4A13 exons 4-7. Its functional significance is undetermined.
MS4A13	0	MSKCC-DMP	P-0025737-T01-IM6	MS4A13-PGR fusion	yes	unknown		out of frame	PGR (NM_000926) - MS4A13 (NM_001012417) rearrangement: c.1637+92:PGR_c.129+2012:MS4A13inv Note: The PGR - MS4A13 rearrangement is an inversion which results in the fusion of PGR exon 1 with MS4A13 exons 4-7. Its functional significance is undetermined.
FGFR2	0	MSKCC-DMP	P-0026636-T01-IM6	TACC2-FGFR2 fusion	yes	unknown		unknown	FGFR2 (NM_000141) - TACC2 (NM_206862) rearrangement: c.*4:FGFR2_c.7896+636:TACC2inv Note: The FGFR2 - TACC2 rearrangement is an inversion with breakpoints in FGFR2 3UTR and TACC2 intron 13. This sample has been nominated for further analysis using the Archer targeted RNAseq assay to help characterize the structural variant involving the FGFR2 and TACC2 genes. Assay will be performed if additional material is available and results will be reported under a separate accession number.
TACC2	0	MSKCC-DMP	P-0026636-T01-IM6	TACC2-FGFR2 fusion	yes	unknown		unknown	FGFR2 (NM_000141) - TACC2 (NM_206862) rearrangement: c.*4:FGFR2_c.7896+636:TACC2inv Note: The FGFR2 - TACC2 rearrangement is an inversion with breakpoints in FGFR2 3UTR and TACC2 intron 13. This sample has been nominated for further analysis using the Archer targeted RNAseq assay to help characterize the structural variant involving the FGFR2 and TACC2 genes. Assay will be performed if additional material is available and results will be reported under a separate accession number.
CDKN2B	0	MSKCC-DMP	P-0026636-T01-IM6	CDKN2B-intragenic	yes	unknown		unknown	CDKN2B (NM_004936) rearrangement: c.247:CDKN2B_chr9:g.21910667del Note: The CDKN2B rearrangement is a deletion with a breakpoint is exon 2. The functional significance is undetermined.
DNMT1	0	MSKCC-DMP	P-0030304-T01-IM6	DOT1L-DNMT1 fusion	yes	unknown		out of frame	DNMT1 (NM_001379) - DOT1L (NM_032482) rearrangement: c.4816+127:DNMT1_c.201-47:DOT1Linv Note: The DNMT1 - DOT1L rearrangement is an inversion that results in the fusion of DNMT1 exons 1-39 with DOT1L exons 4-28. This may represent a more complex event involving DNMT1 that is not fully characterized by this assay. The functional significance is undetermined.
DOT1L	0	MSKCC-DMP	P-0030304-T01-IM6	DOT1L-DNMT1 fusion	yes	unknown		out of frame	DNMT1 (NM_001379) - DOT1L (NM_032482) rearrangement: c.4816+127:DNMT1_c.201-47:DOT1Linv Note: The DNMT1 - DOT1L rearrangement is an inversion that results in the fusion of DNMT1 exons 1-39 with DOT1L exons 4-28. This may represent a more complex event involving DNMT1 that is not fully characterized by this assay. The functional significance is undetermined.
DNMT1	0	MSKCC-DMP	P-0030304-T01-IM6	TYK2-DNMT1 fusion	yes	unknown		out of frame	DNMT1 (NM_001379) - TYK2 (NM_003331) rearrangement: c.878+94:DNMT1_c.465+110:TYK2dup Note: The DNMT1 - TYK2 rearrangement is a duplication that results in the fusion of DNMT1 exons 1-11 with TYK2 exon 6-25. The functional significance is undetermined.
TYK2	0	MSKCC-DMP	P-0030304-T01-IM6	TYK2-DNMT1 fusion	yes	unknown		out of frame	DNMT1 (NM_001379) - TYK2 (NM_003331) rearrangement: c.878+94:DNMT1_c.465+110:TYK2dup Note: The DNMT1 - TYK2 rearrangement is a duplication that results in the fusion of DNMT1 exons 1-11 with TYK2 exon 6-25. The functional significance is undetermined.
MEGF8	0	MSKCC-DMP	P-0030304-T01-IM6	CIC-MEGF8 fusion	yes	unknown		unknown	MEGF8 (NM_001410) - CIC (NM_015125) rearrangement: c.6703:MEGF8_c.2887-24:CICdup Note: The MEGF8 - CIC rearrangement is a duplication that results in the fusion of MEGF8 exons 1-38 with CIC exons 12-20. One of the breakpoints is within MEGF8 exon 38. The functional significance is undetermined.
CIC	0	MSKCC-DMP	P-0030304-T01-IM6	CIC-MEGF8 fusion	yes	unknown		unknown	MEGF8 (NM_001410) - CIC (NM_015125) rearrangement: c.6703:MEGF8_c.2887-24:CICdup Note: The MEGF8 - CIC rearrangement is a duplication that results in the fusion of MEGF8 exons 1-38 with CIC exons 12-20. One of the breakpoints is within MEGF8 exon 38. The functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0030304-T01-IM6	TMPRSS2-intragenic	yes	unknown		unknown	TMPRSS2 (NM_001135099) rearrangement: t(12;21)(q13.13;q22.3)(chr12:g.53196493::chr21:g.42842718) Note: The TMPRSS2 rearrangement is a translocation with a breakpoint in intron 10. The functional significance is undetermined.
PBRM1	0	MSKCC-DMP	P-0030556-T01-IM6	PBRM1-intragenic	yes	unknown		out of frame	PBRM1 (NM_018313) rearrangement: c.3616+5492_c.3800+52dup Note: The PBRM1 rearrangement is an intragenic duplication of exon 24. The functional significance is undetermined.
RECQL4	0	MSKCC-DMP	P-0031041-T01-IM6	RECQL4-intragenic	yes	unknown		unknown	RECQL4 (NM_004260) rearrangement: t(10;12)(q22.3;p12.1)(chr10:g.78493482::chr12:g.21628298) Note: The RECQL4 rearrangement is a translocation with the breakpoint in intron 11. Its functional significance is undetermined.
NOTCH2	0	MSKCC-DMP	P-0033042-T01-IM6	NOTCH2-intragenic	yes	unknown		unknown	NOTCH2 (NM_024408) Rearrangement: chr1:g.101514328_c.1427:NOTCH2del Note: The NOTCH2 rearrangement results in the deletion of NOTCH2 exons 8 to 34. One of the breakpoints is within exon 8 of NOTCH2. The functional significance is undetermined. In addition, multiple rearrangements involving NOTCH2 were detected in this sample and a more complex rearrangement resulting in a NOTCH2 fusion is possible. Additional testing by an alternative method is recommended, if clinically indicated.
FGFR2	0	MSKCC-DMP	P-0033652-T01-IM6	CCDC186-FGFR2 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - CCDC186(NM_018017) Rearrangement :  c.2302-1295:FGFR2_c.1222-3356:CCDC186del Note: The FGFR2 - CCDC186 Rearrangement results in the fusion of exons 1-17 of FGFR2 with exons 7-16 of CCDC186.This includes the protein kinase domain of FGFR2.
CCDC186	0	MSKCC-DMP	P-0033652-T01-IM6	CCDC186-FGFR2 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - CCDC186(NM_018017) Rearrangement :  c.2302-1295:FGFR2_c.1222-3356:CCDC186del Note: The FGFR2 - CCDC186 Rearrangement results in the fusion of exons 1-17 of FGFR2 with exons 7-16 of CCDC186.This includes the protein kinase domain of FGFR2.
NCOR1	0	MSKCC-DMP	P-0034258-T01-IM6	DLG2-NCOR1 fusion	yes	unknown		unknown	NCOR1 (NM_006311) - DLG2 (NM_001142699) rearrangement: t(11;17)(q14.1;p11.2)(chr11:g.84221683::chr17:g.15952268) Note: The NOTCH1 - DLG2 rearrangement is a translocation which may result in the fusion of NOTCH1 exons 1-41 with DLG2 exons 8-28. One of the breakpoints is within NOTCH1 exon 41. Its functional significance is undetermined.
DLG2	0	MSKCC-DMP	P-0034258-T01-IM6	DLG2-NCOR1 fusion	yes	unknown		unknown	NCOR1 (NM_006311) - DLG2 (NM_001142699) rearrangement: t(11;17)(q14.1;p11.2)(chr11:g.84221683::chr17:g.15952268) Note: The NOTCH1 - DLG2 rearrangement is a translocation which may result in the fusion of NOTCH1 exons 1-41 with DLG2 exons 8-28. One of the breakpoints is within NOTCH1 exon 41. Its functional significance is undetermined.
FGFR2	0	MSKCC-DMP	P-0034784-T01-IM6	KIAA1217-FGFR2 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - KIAA1217 (NM_019590) fusion: c.2301+958:FGFR2_c.355-49659:KIAA1217inv Note: The FGFR2 - KIAA1217 fusion involves FGFR2 exons 1-17 and KIAA1217 exons 3-21. The fusion is predicted to be in-frame and includes the kinase domain of FGFR2.
KIAA1217	0	MSKCC-DMP	P-0034784-T01-IM6	KIAA1217-FGFR2 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - KIAA1217 (NM_019590) fusion: c.2301+958:FGFR2_c.355-49659:KIAA1217inv Note: The FGFR2 - KIAA1217 fusion involves FGFR2 exons 1-17 and KIAA1217 exons 3-21. The fusion is predicted to be in-frame and includes the kinase domain of FGFR2.
CDKN2Ap16INK4A	0	MSKCC-DMP	P-0034784-T01-IM6	CDKN2Ap16INK4A-intragenic	yes	unknown		unknown	CDKN2Ap16INK4A (NM_000077) rearrangement : c.251:CDKN2Ap16INK4A_chr9:g.21981088del CDKN2Ap14ARF (NM_058195) rearrangement:c.194-9881_c.294del Note: The CDKN2A rearrangement results in the deletion of exon 2. One of the breakpoints is within exon 2.
BCAS3	0	MSKCC-DMP	P-0034885-T01-IM6	PPM1D-BCAS3 fusion	yes	unknown		out of frame	BCAS3 (NM_001099432) - PPM1D (NM_003620) rearrangement: c.585-525:BCAS3_c.1261-173:PPM1Ddup Note: The BCAS3 - PPM1D rearrangement is a duplication that results in the fusion of BCAS3 exons 1-8 with PPM1D exon 6. The functional significance is undetermined.
PPM1D	0	MSKCC-DMP	P-0034885-T01-IM6	PPM1D-BCAS3 fusion	yes	unknown		out of frame	BCAS3 (NM_001099432) - PPM1D (NM_003620) rearrangement: c.585-525:BCAS3_c.1261-173:PPM1Ddup Note: The BCAS3 - PPM1D rearrangement is a duplication that results in the fusion of BCAS3 exons 1-8 with PPM1D exon 6. The functional significance is undetermined.
HIST1H3B	0	MSKCC-DMP	P-0034885-T01-IM6	HIST1H3B-intragenic	yes	unknown		unknown	HIST1H3B (NM_003537) rearrangement: t(6;20)(p22.2;p12.3)(chr6:g.26031916::chr20:g.5641761) Note: The HIST1H3B rearrangement is a translocation with a breakpoint in exon 1. The functional significance is undetermined
YAP1	0	MSKCC-DMP	P-0036098-T01-IM6	YAP1-intragenic	yes	unknown		unknown	YAP1 (NM_001130145) rearrangement: c.-3159_c.283dup Note: The YAP1 rearrangement is a duplication that includes YAP1 exon 1. One of the breakpoints is within exon 1. The functional significance is undetermined.
PGR	0	MSKCC-DMP	P-0036673-T01-IM6	SIK3-PGR fusion	yes	unknown		out of frame	PGR (NM_000926) - SIK3 (NM_025164) rearrangement: c.2488+212:PGR_c.100-14184:SIK3dup Note: The PGR - SIK3 rearrangement is a duplication that results in the fusion of PGR exons 1-6 with SIK3 exons 2-23. The functional significance is undetermined.
SIK3	0	MSKCC-DMP	P-0036673-T01-IM6	SIK3-PGR fusion	yes	unknown		out of frame	PGR (NM_000926) - SIK3 (NM_025164) rearrangement: c.2488+212:PGR_c.100-14184:SIK3dup Note: The PGR - SIK3 rearrangement is a duplication that results in the fusion of PGR exons 1-6 with SIK3 exons 2-23. The functional significance is undetermined.
ANKRD11	0	MSKCC-DMP	P-0039908-T01-IM6	ANKRD11-intragenic	yes	unknown		unknown	ANKRD11 (NM_013275) rearrangement: c.462:ANKRD11_chr16:g.83930601del Note: The ANKRD11 rearrangement is a deletion of exons 6 - 13. One of the breakpoints is within exon 6.
FGFR2	0	MSKCC-DMP	P-0026636-T01-IM6	TACC2-FGFR2 fusion - Archer	yes	unknown		unknown	POSITIVE FOR THE FOLLOWING GENE FUSION IN THE CLINICALLY VALIDATED PANEL: FGFR2-TACC2 fusion. Note: The rearrangement is an in-frame fusion between genes FGFR2 Exon17 (NM_000141) and TACC2 Exon17 (NM_206862). Lab Notes Run Number: ArcherV2-CLIN-20180016 Macro-dissection: Not Performed
TACC2	0	MSKCC-DMP	P-0026636-T01-IM6	TACC2-FGFR2 fusion - Archer	yes	unknown		unknown	POSITIVE FOR THE FOLLOWING GENE FUSION IN THE CLINICALLY VALIDATED PANEL: FGFR2-TACC2 fusion. Note: The rearrangement is an in-frame fusion between genes FGFR2 Exon17 (NM_000141) and TACC2 Exon17 (NM_206862). Lab Notes Run Number: ArcherV2-CLIN-20180016 Macro-dissection: Not Performed
AR	0	MSKCC-DMP	P-0011475-T02-IM6	AR-intragenic - Archer	yes	unknown		unknown	POSITIVE FOR THE FOLLOWING ISOFORM IN THE INVESTIGATIONAL PANEL:    AR (NM_000044) Variant 7 (AR V-7)  PMID: 26554309, 19117982 Lab Notes Run Number: Archerv3-CLIN-20190069 Macro-dissection: Unknown
TRIM24	0	MSKCC-DMP	P-0026773-T01-IM6	BRAF-TRIM24 fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: TRIM24-BRAF fusion. Note: The rearrangement is an in-frame fusion between genes TRIM24 Exon2 (NM_015905) and BRAF Exon11 (NM_004333). Lab Notes Run Number: Archerv3-CLIN-20190070 Macro-dissection: Performed
BRAF	0	MSKCC-DMP	P-0026773-T01-IM6	BRAF-TRIM24 fusion - Archer	yes	unknown		unknown	POSITIVE FOR GENE FUSIONS IN THE INVESTIGATIONAL PANEL: TRIM24-BRAF fusion. Note: The rearrangement is an in-frame fusion between genes TRIM24 Exon2 (NM_015905) and BRAF Exon11 (NM_004333). Lab Notes Run Number: Archerv3-CLIN-20190070 Macro-dissection: Performed
INPPL1	0	MSKCC-DMP	P-0020150-T02-IM6	INPPL1-intragenic	yes	unknown		unknown	INPPL1 (NM_001567) rearrangement: c.659+75:INPPL1_chr11:g.71982730del Note: The INPPL1 rearrangement is a deletion of exons 6 - 28.
TMPRSS2	0	MSKCC-DMP	P-0020150-T02-IM6	ERG-TMPRSS2 fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.127-1331:TMPRSS2_c.40-57667:ERGdel Note: The TMPRSS2 - ERG fusion involves TMPRSS2 exons 1 - 2 and ERG exons 4 - 11. The fusion is predicted to be in frame. The structural variant involves the ERG non-canonical transcript (NM_004449).
ERG	0	MSKCC-DMP	P-0020150-T02-IM6	ERG-TMPRSS2 fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.127-1331:TMPRSS2_c.40-57667:ERGdel Note: The TMPRSS2 - ERG fusion involves TMPRSS2 exons 1 - 2 and ERG exons 4 - 11. The fusion is predicted to be in frame. The structural variant involves the ERG non-canonical transcript (NM_004449).
TRIM24	0	MSKCC-DMP	P-0025699-T02-IM6	BRAF-TRIM24 fusion	yes	unknown		in frame	TRIM24 (NM_015905) - BRAF (NM_004333) fusion: c.2014+674:TRIM24_c.1177+494:BRAFinv Note: The TRIM24 - BRAF fusion involves TRIM24 exons 1 - 12 and BRAF exons 10 - 18. The fusion is predicted to be in frame and includes the kinase domain of BRAF. This sample has been nominated for further analysis using the Archer targeted RNAseq assay. Assay will be performed if additional material is available and results will be reported under a separate accession number.
BRAF	0	MSKCC-DMP	P-0025699-T02-IM6	BRAF-TRIM24 fusion	yes	unknown		in frame	TRIM24 (NM_015905) - BRAF (NM_004333) fusion: c.2014+674:TRIM24_c.1177+494:BRAFinv Note: The TRIM24 - BRAF fusion involves TRIM24 exons 1 - 12 and BRAF exons 10 - 18. The fusion is predicted to be in frame and includes the kinase domain of BRAF. This sample has been nominated for further analysis using the Archer targeted RNAseq assay. Assay will be performed if additional material is available and results will be reported under a separate accession number.
ATR	0	MSKCC-DMP	P-0026050-T04-IM6	ATR-intragenic	yes	unknown		unknown	ATR (NM_001184) rearrangement: c.4292_c.4382+1317del Note: The ATR rearrangement is an intragenic deletion of exon 24. One of the breakpoints is within exon 24.
BRAF	0	MSKCC-DMP	P-0026050-T04-IM6	BRAF-intragenic	yes	unknown		unknown	BRAF (NM_004333) rearrangement: c.1084:BRAF_chr7:g.145389205del Note: The BRAF rearrangement is a deletion of exons 1 - 8. One of the breakpoints is within exon 8. The rearrangement does not include the kinase domain of BRAF. Functional significance is undetermined.
BTK	0	MSKCC-DMP	P-0026050-T04-IM6	BTK-intragenic	yes	unknown		unknown	BTK (NM_000061) rearrangement: c.392-16:BTK_chrX:g.82536485inv Note: The BTK rearrangement is an inversion of exons 6 - 19. The rearrangement includes the kinase domain of BTK. Functional significance is undetermined.
BRCA2	0	MSKCC-DMP	P-0038074-T02-IM6	BRCA2-intragenic	yes	unknown		unknown	BRCA2 (NM_000059) rearrangement: c.2017_c.2740del Note: The BRCA2 rearrangement is an intragenic deletion of exon 11. The breakpoints are within exon 11.
NF1	0	MSKCC-DMP	P-0039994-T03-IM6	NF1-intragenic	yes	unknown		unknown	NF1 (NM_001042492) rearrangement: t(5;17)(p13.2;q11.2)(chr5:g.37923642::chr17:g.29527467) Note: The NF1 rearrangement is a translocation with a breakpoint in exon 9. Functional significance is undetermined.
PBRM1	0	MSKCC-DMP	P-0040536-T01-IM6	PBRM1-intragenic	yes	unknown		unknown	PBRM1 (NM_018313) rearrangement: c.917_c.1819-402dup Note: The PBRM1 rearrangement is an intragenic duplication of exons 10 - 15. One of the breakpoints is within exon 10. Functional significance is undetermined.
TBC1D24	0	MSKCC-DMP	P-0040579-T01-IM6	TSC2-TBC1D24 fusion	yes	unknown		unknown	TBC1D24 (NM_001199107) - TSC2 (NM_000548) rearrangement: c.1143-71:TBC1D24_c.3648:TSC2dup Note: The TBC1D24 - TSC2 rearrangement is a duplication that results in a fusion of TBC1D24 exons 1 - 4 to TSC2 exons 31 - 42. One of the breakpoints is within TSC2 exon 31. Functional significance is undetermined.
TSC2	0	MSKCC-DMP	P-0040579-T01-IM6	TSC2-TBC1D24 fusion	yes	unknown		unknown	TBC1D24 (NM_001199107) - TSC2 (NM_000548) rearrangement: c.1143-71:TBC1D24_c.3648:TSC2dup Note: The TBC1D24 - TSC2 rearrangement is a duplication that results in a fusion of TBC1D24 exons 1 - 4 to TSC2 exons 31 - 42. One of the breakpoints is within TSC2 exon 31. Functional significance is undetermined.
PTPN11	0	MSKCC-DMP	P-0040588-T01-IM6	PTPN11-intragenic	yes	unknown		unknown	PTPN11 (NM_002834) rearrangement: c.1225-5:PTPN11_chr12:g.115772818del Note: The PTPN11 rearrangement is a deletion of exons 11 - 15. Functional significance is undetermined.
ATR	0	MSKCC-DMP	P-0040588-T01-IM6	ATR-intragenic	yes	unknown		out of frame	ATR (NM_001184) rearrangement: c.7042-36:ATR_chr3:g.141768495dup Note: The ATR rearrangement is a duplication of exons 42 - 47. Functional significance is undetermined.
